STUDY_ID	SAMPLE_ID	SNORD116-2	CASR	BEX1	MYH8	SPON1	FABP4	SLITRK5	SNORD116-24	CBLN2	DGKK	RGS7	SHISA6	SNAR-A2	SNORD29	MYADML	VENTXP7	SNORA64	SNORD52	SNORD36C	SNORD86	LYPD4	SPAG11A	SNAR-A13	SNORD48	SORCS3	SERPINB2	BNC1	DIPK1C	PCP4	RORB	HPCAL4	FGF7	ROS1	SLC6A17	SCG2	KCND2	PPP1R14D	AVP	EPS8L3	S100A1	RIIAD1	CAPSL	PLA2G1B	TUBA4B	NPB	F12	HIST1H2AM	DEFB1	XIST	TCEAL2	SLITRK6	DEFA4	SORCS1	CHRNA4	ABCG8	SLC17A8	CD5L	TRIM63	DPEP1	HOXC12	POF1B	TMEM179	SNORD116-14	KCTD8	C16ORF78	PRSS12	SNORD116-3	TTTY4C	MYH4	CATSPERZ	LCN10	USH1G	RLN1	MAS1L	EPHA7	STARD6	PNMT	NTRK2	LOC100130238	FBXL21P	FOXP2	NXF2	KCNJ1	SCRT1	SNORD116-15	MS4A3	OR51B4	NMRK2	GAL3ST3	MYMK	PLPPR5	GALNT9	UBE2QL1	KCNK3	PCDHB1	CXADRP3	LRRTM3
kirc_CG	CG-B4-5838-01	NA	-0.216	0.8495	-0.2409	-0.5899	-0.3594	-0.4819	NA	-0.2372	-0.2443	-0.2946	-0.522	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	1.1411	0.0392	-0.1716	-0.1718	-0.1361	0.0696	-0.2764	0.1127	-0.076	-0.0077	-0.2101	-0.039	-0.4161	-0.301	-0.3754	-0.7271	-0.414	-0.0925	-0.6614	1.6471	-0.3746	-0.0818	-0.7478	-0.2926	-0.5621	-0.2525	-0.2282	-0.1889	-0.0972	-0.1469	-0.2325	-0.1935	-0.3756	-0.099	-0.4642	-0.4967	1.2151	-0.323	NA	-0.2796	-0.2501	0.7697	NA	NA	-0.2755	-0.2309	-0.1956	-0.397	-1.0688	-0.5596	0.2756	-0.4308	-0.2209	-0.1972	NA	-0.6277	-0.9794	-0.0692	-0.1963	-0.0686	NA	-0.1893	-0.4649	-0.0834	-0.1965	-0.2581	0.5495	-0.7908	0.0321	-0.6919	0.9605	-0.4425	-0.1598
kirc_CG	CG-B4-5843-01	NA	-0.316	-0.3666	0.0415	-0.6154	0.8934	-0.5248	NA	-0.1166	0.0939	0.0173	0.0542	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	-0.5991	-0.2532	-0.1863	-0.2195	-0.1317	-0.1819	-0.3764	-0.3921	-0.076	-0.3883	-0.2511	-0.0572	-0.4139	-0.301	-0.3688	1.7272	-0.414	0.732	-0.1634	-0.1554	-0.3746	-0.2059	-0.571	-0.266	-0.5621	-0.2668	-0.0584	-0.1012	0.7573	-0.1469	-0.2325	-0.1935	-0.3699	-0.0996	-0.1662	0.3948	-0.5084	-0.4238	NA	-0.2035	-0.2501	-0.3097	NA	NA	-0.2755	-0.21	-0.1828	-0.2921	-0.0415	-0.1129	0.1329	0.7161	-0.2209	-0.7754	NA	-0.6699	-0.382	-0.0692	-0.2353	-0.0576	NA	-0.0889	-0.4649	-0.0834	0.4729	-0.2581	-0.7109	-0.6392	0.2652	-0.0891	-0.3519	-0.4425	-0.4822
kirc_CG	CG-B4-5844-01	NA	-0.2866	-0.3843	-0.3325	2.7338	0.0243	0.2524	NA	0.9868	-0.6173	0.1498	-0.2287	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	-0.3481	-0.2532	-0.1498	-0.2418	-0.1412	-0.1819	-0.3878	-0.4351	-0.076	0.0883	-0.2822	-0.2509	-0.3859	-0.301	-0.3794	-0.6378	-0.414	-0.2911	-0.6614	-0.5363	-0.3252	-0.24	-0.7009	-0.2703	0.2672	-0.2721	-0.2465	-0.1889	3.2556	-0.1469	-0.2325	0.273	-0.3756	-0.0981	-0.4419	-0.4967	-0.4852	-0.2917	NA	-0.2796	-0.2501	-0.4734	NA	NA	-0.2755	0.1395	-0.1795	-0.4248	-0.755	-0.5596	-0.1888	-0.4308	-0.0932	0.9774	NA	-0.6515	0.332	-0.0573	-0.1593	-0.0636	NA	-0.1893	-0.4649	-0.0834	-0.2207	-0.2581	0.0644	-0.7263	-0.2596	0.702	-0.3519	-0.0709	-0.4822
kirc_CG	CG-b_8-4146-01	NA	-0.2378	-0.392	-0.1983	-0.6956	-0.0926	-0.1051	NA	-0.302	-0.6173	-0.3034	-0.522	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	-0.5965	-0.205	-0.1824	-0.2302	-0.1423	-0.1141	-0.2668	0.2679	-0.076	-0.5384	-0.2649	-0.2012	-0.3947	-0.301	-0.3719	-0.6941	-0.414	-0.0964	-0.4893	-0.5268	-0.3746	-0.2316	-0.8106	-0.2558	1.649	-0.2706	2.7783	-0.1889	-0.2307	-0.1396	-0.2325	0.3723	-0.3697	-0.099	-0.3535	-0.4967	0.1743	-0.4238	NA	-0.2007	-0.2501	-0.4734	NA	NA	-0.2755	-0.2309	-0.2011	-0.4248	2.1276	-0.5596	-0.6584	-0.4308	-0.2209	-0.8102	NA	-0.5794	-0.9885	-0.0692	-0.2329	-0.0686	NA	0.0189	0.2919	-0.0834	-0.2306	-0.2581	1.7195	-0.7474	-0.4038	-0.1114	-0.3519	-0.0219	-0.4822
kirc_CG	CG-b_8-4153-01	NA	-0.0675	-0.3838	-0.3355	0.1278	-0.3567	-0.3446	NA	-0.2816	-0.6173	2.0411	-0.522	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	0.8614	-0.2532	-0.1921	-0.1535	-0.1267	-0.1819	-0.3835	-0.4028	-0.076	-0.4873	-0.2059	-0.2345	-0.0345	-0.301	-0.3826	-0.5181	-0.414	-0.2229	0.4361	-0.4929	-0.1964	-0.0501	3.5452	-0.1755	-0.5617	-0.0299	-0.2593	-0.1889	-0.2672	-0.1376	0.5295	-0.1454	-0.3756	-0.0999	-0.384	-0.4967	-0.508	-0.4238	NA	0.1231	-0.2501	1.1312	NA	NA	-0.2755	0.1784	-0.1665	-0.3195	0.7423	-0.5596	-0.2845	-0.4308	-0.0827	2.207	NA	0.8746	-0.1304	0.0075	-0.2327	-0.0395	NA	0.2088	-0.4649	-0.0834	-0.202	-0.2581	-0.3795	-0.3829	-0.4008	-0.4411	-0.3519	0.0937	1.9566
kirc_CG	CG-b_8-5545-01	NA	-0.2966	0.2539	-0.3371	-0.6728	-0.3831	-0.5939	NA	-0.2887	-0.6173	-0.3062	-0.4944	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	1.1009	-0.173	-0.1408	0.0077	-0.1291	-0.1819	-0.0444	0.1443	-0.076	0.331	-0.0658	-0.1323	-0.4158	-0.301	-0.2449	-0.7356	-0.043	-0.4452	-0.5899	0.1803	-0.2584	-0.1784	-0.6556	-0.2002	-0.5621	-0.1881	-0.254	-0.1133	-0.3756	-0.1469	-0.2325	-0.0053	0.5708	-0.097	-0.1538	0.2722	-0.5036	-0.3824	NA	-0.2796	-0.2501	-0.4588	NA	NA	-0.2755	-0.1499	-0.1989	3.833	-0.7735	0.5961	-0.047	-0.4308	-0.1909	-0.5103	NA	-0.4094	-0.7205	-0.0692	-0.2223	-0.0686	NA	0.0704	0.1644	-0.0834	1.3656	0.171	-0.7033	-0.4336	0.1489	-0.5043	0.1878	2.0062	-0.4822
kirc_CG	CG-b_8-5552-01	NA	-0.2287	-0.3687	1.0158	-0.387	0.3291	0.2743	NA	0.6608	-0.3438	-0.2744	0.1426	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	-0.5584	-0.146	-0.1939	-0.0536	-0.1369	-0.1819	-0.3409	0.1653	-0.076	-0.4399	-0.2533	-0.2355	-0.4182	-0.301	-0.3298	0.085	-0.2485	-0.1866	-0.4699	-0.2532	-0.3331	-0.1913	-0.6264	-0.1255	0.3199	-0.228	-0.2615	0.823	-0.3537	-0.1361	-0.1734	-0.0956	0.5096	-0.0953	-0.2617	0.189	0.0652	-0.3868	NA	-0.2211	-0.2501	-0.4299	NA	NA	0.2388	-0.2149	-0.1226	1.8613	-0.8054	0.4709	-0.0475	-0.4308	-0.1673	-0.107	NA	-0.3757	-0.8331	-0.0391	-0.1941	-0.0644	NA	0.2738	-0.4649	-0.0832	0.1939	0.5072	-0.7068	0.3412	-0.3158	-0.3911	-0.0632	-0.1306	0.9362
kirc_CG	CG-CJ-5686-01	NA	-0.2843	-0.3714	1.5009	-0.6315	-0.3742	0.1372	NA	-0.279	-0.6173	-0.2877	-0.3787	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	-0.593	-0.2185	-0.156	-0.1754	-0.137	-0.1657	-0.3818	-0.3208	-0.0721	0.1334	-0.2525	-0.2019	-0.2348	-0.301	-0.3211	0.1414	-0.2536	-0.1944	-0.2281	0.0283	-0.2741	-0.2245	-0.5426	-0.2394	0.6044	-0.2584	0.0688	-0.1889	0.431	-0.1416	-0.2325	-0.1935	-0.2532	-0.092	-0.4607	-0.4967	-0.512	-0.3162	NA	-0.166	-0.2501	-0.2839	NA	NA	0.7221	-0.2309	-0.1933	-0.2466	-0.3026	-0.5596	0.0279	-0.4308	-0.1949	-0.2629	NA	-0.1342	0.2858	-0.0595	-0.2106	-0.0686	NA	-0.1893	-0.4649	-0.0834	-0.2064	-0.2581	-0.3808	-0.3885	-0.3091	0.0409	0.0215	-0.4425	-0.2529
kirc_CG	CG-CJ-6027-01	NA	-0.3251	-0.393	-0.1169	-0.6906	-0.3282	-0.577	NA	-0.2744	-0.299	-0.3062	-0.522	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	3.9277	-0.2532	-0.1935	-0.2418	-0.1402	-0.0649	-0.0311	-0.3784	-0.076	-0.4223	-0.2227	-0.2375	3.3173	-0.301	0.3501	1.2681	-0.414	0.0063	0.0072	-0.2341	-0.3505	0.308	-0.3817	-0.2633	-0.5619	-0.2762	3.0111	-0.1889	-0.3806	-0.128	-0.2325	-0.1609	1.3052	-0.0976	-0.4205	-0.4967	-0.423	0.0926	NA	-0.2796	-0.2501	-0.2107	NA	NA	1.5202	-0.2029	-0.2011	-0.401	-1.0688	-0.1598	-0.4692	-0.4308	-0.2209	-0.7787	NA	0.7601	-0.5767	-0.0692	-0.2378	-0.0637	NA	-0.1893	-0.4649	-0.0834	-0.2306	-0.2581	2.158	-0.5998	-0.299	2.617	-0.3519	1.7356	-0.2071
kirc_CG	CG-CJ-6028-01	NA	-0.3072	3.3377	-0.3343	-0.5242	-0.4059	-0.5703	NA	-0.2846	0.5851	-0.2751	0.1635	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	2.2069	-0.2532	-0.047	-0.0036	-0.1143	-0.0345	1.0574	-0.0378	-0.076	-0.201	-0.2634	0.0559	0.3954	0.1158	-0.2569	-0.4272	-0.414	-0.2557	1.2097	0.2652	-0.3442	-0.2269	0.1345	-0.2648	-0.5613	-0.1732	-0.2544	-0.1889	-0.359	-0.1389	-0.2325	-0.1935	3.9659	-0.0999	-0.2882	-0.4967	-0.5101	0.9851	NA	-0.2796	-0.2501	-0.3716	NA	NA	-0.2755	-0.2309	-0.1952	-0.2752	-0.297	-0.5596	-0.8118	-0.4308	-0.2209	-0.642	NA	0.5331	-0.9343	-0.0692	-0.2355	-0.0624	NA	-0.1893	-0.4649	-0.0834	-0.2306	-0.2581	0.1325	-0.7743	-0.3192	-0.265	1.1996	0.0146	-0.4822
kirc_CG	CG-CJ-6030-01	NA	-0.2871	-0.3607	-0.2057	0.2148	-0.0154	2.9095	NA	-0.2412	-0.0574	-0.1474	-0.4716	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	-0.5943	-0.2532	-0.1296	-0.2155	-0.1405	-0.0618	-0.0587	-0.4615	-0.0469	0.3874	1.0406	-0.2408	0.1276	-0.301	-0.2853	1.3982	-0.414	-0.3129	-0.5308	0.5021	-0.3534	-0.2051	1.0753	-0.1804	-0.5618	-0.2771	-0.2664	-0.1889	-0.386	-0.1469	-0.0813	-0.1505	1.3409	-0.0877	-0.4728	0.205	-0.4966	-0.3103	NA	-0.2197	-0.2501	-0.4556	NA	NA	-0.2755	-0.2227	-0.1785	0.0557	-0.2602	0.4952	1.4035	0.472	-0.1935	-0.7166	NA	1.7926	1.1193	-0.0692	-0.2336	-0.0643	NA	-0.1893	-0.4649	-0.0823	-0.188	-0.2581	-0.592	-0.5697	-0.1653	-0.4216	-0.2534	-0.1233	-0.4822
kirc_CG	CG-CJ-6031-01	NA	-0.3149	1.0339	-0.3208	-0.3696	-0.3942	-0.5747	NA	-0.2454	-0.2913	-0.3012	-0.4046	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	0.1018	-0.2106	-0.1685	-0.0786	-0.1109	-0.162	-0.1185	1.5619	-0.076	0.3256	0.1094	0.0101	0.3825	-0.301	0.1271	0.6845	-0.0197	-0.1369	-0.0527	-0.0335	-0.2264	-0.1205	-0.6459	-0.2479	-0.5619	1.0229	-0.1737	-0.1889	-0.375	-0.1211	-0.2325	-0.1935	0.6795	-0.0976	-0.3933	0.3205	-0.1708	-0.4238	NA	-0.0702	-0.2501	-0.2819	NA	NA	-0.2755	-0.2213	-0.1603	-0.2302	-0.1271	3.5346	-0.5536	-0.4308	-0.189	0.2352	NA	-0.6699	-0.9633	-0.0692	-0.2145	-0.0636	NA	-0.1893	-0.4649	-0.0834	-0.2107	-0.2581	-0.5952	1.892	-0.2777	-0.5815	-0.2372	-0.0708	-0.4822
kirc_CG	CG-CJ-6032-01	NA	15.0343	-0.3478	2.827	2.3959	-0.2378	0.4683	NA	0.4648	-0.6173	-0.2319	-0.3014	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	0.605	-0.2532	-0.1661	-0.2341	-0.1415	-0.1819	-0.3757	-0.3803	-0.076	-0.4091	-0.2937	-0.2597	-0.4115	0.7182	1.0636	0.2901	-0.414	-0.4452	-0.4327	1.1555	-0.356	-0.1274	0.3862	-0.2794	0.3519	-0.2691	-0.2722	-0.1889	-0.386	-0.142	-0.2325	-0.1308	-0.2528	-0.0989	-0.4576	0.1177	-0.0876	0.5038	NA	-0.1747	-0.2501	-0.4734	NA	NA	3.1038	-0.1608	-0.1993	0.0873	0.3469	-0.5596	-0.5179	-0.4308	-0.2209	-0.5635	NA	-0.6237	0.1494	-0.0512	-0.2304	-0.0496	NA	-0.1893	-0.4649	-0.0834	-0.0367	-0.2581	2.0796	2.8367	-0.0034	2.6966	-0.3519	-0.4425	-0.4822
kirc_CG	CG-CJ-6033-01	NA	-0.2357	-0.3848	-0.1023	-0.5852	-0.321	0.0227	NA	-0.2475	-0.6173	-0.3038	-0.3527	NA	NA	NA	NA	NA	NA	NA	NA	-0.0614	-0.1699	NA	NA	0.1779	-0.1713	-0.1816	5.3758	0.1828	-0.1627	-0.3327	-0.2087	-0.076	1.6775	-0.003	-0.1565	-0.101	-0.301	-0.372	2.8746	-0.414	0.2959	-0.5151	-0.2321	-0.3508	-0.0931	-0.2827	-0.1076	0.1208	-0.2726	-0.0901	-0.1116	-0.386	-0.1283	-0.1987	-0.1935	-0.3631	-0.0999	-0.4285	1.0748	-0.4217	-0.2119	NA	-0.2796	-0.2501	-0.4684	NA	NA	-0.2755	-0.2309	-0.1942	-0.3546	-0.1633	-0.5596	0.058	-0.4308	-0.2209	-0.1801	NA	0.407	-0.3213	-0.0692	-0.2353	-0.0686	NA	-0.1893	-0.4649	-0.0834	-0.1829	-0.2581	-0.6749	-0.1199	-0.301	1.9229	-0.3519	-0.4425	-0.4822
